2025-08-13 16:40:39 | INFO     | __main__             | _load_config         | Configuration loaded from config.yaml
2025-08-13 16:40:39 | INFO     | __main__             | _init_connection_pool | Connection pool initialized successfully
2025-08-13 16:40:39 | INFO     | __main__             | __init__             | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-13 16:40:39 | INFO     | __main__             | __init__             | Export directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-13 16:40:39 | INFO     | __main__             | init_db              | Database initialized successfully
2025-08-13 16:40:39 | INFO     | __main__             | start                | Starting CSV processing service every 1 minutes...
2025-08-13 16:40:39 | INFO     | __main__             | start                | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-13 16:40:39 | INFO     | __main__             | start                | Delete after export: True
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163025.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163037.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163048.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163059.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163110.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163121.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163132.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163143.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163250.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163301.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-13 16:40:39 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250813_163312.csv
2025-08-13 16:40:39 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
