2025-08-18 09:28:01 | INFO     | __main__             | _load_config         | Configuration loaded from config.yaml
2025-08-18 09:28:01 | INFO     | __main__             | _init_connection_pool | Connection pool initialized successfully
2025-08-18 09:28:01 | INFO     | __main__             | __init__             | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-18 09:28:01 | INFO     | __main__             | __init__             | Export directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-18 09:28:01 | INFO     | __main__             | init_db              | Database initialized successfully
2025-08-18 09:28:01 | INFO     | __main__             | start                | Starting CSV processing service every 1 minutes...
2025-08-18 09:28:01 | INFO     | __main__             | start                | CSV source directory: D:\NOPPALIT\History\Saturn_Acc_Logs
2025-08-18 09:28:01 | INFO     | __main__             | start                | Delete after export: True
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092036.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092047.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092058.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092109.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092120.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092131.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092142.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092154.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092312.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092323.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092335.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092346.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092357.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092408.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092419.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092430.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092441.csv
2025-08-18 09:28:01 | INFO     | __main__             | _import_rows_to_db   | Imported 10 rows to database
2025-08-18 09:28:01 | INFO     | __main__             | _delete_file         | Successfully deleted file: D:\NOPPALIT\History\Saturn_Acc_Logs\IPC1_20250818_092452.csv
2025-08-18 09:28:42 | INFO     | __main__             | start                | Service interrupted by user
2025-08-18 09:28:42 | INFO     | __main__             | close                | Connection pool closed
2025-08-18 09:28:42 | INFO     | __main__             | cleanup              | Service cleanup completed
